[32m[21:32:46.553] [main/INFO] [Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.neoForgeVersion, 21.1.54, --fml.fmlVersion, 4.0.24, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, $] 
[m[32m[21:32:46.558] [main/INFO] [Launcher/MODLAUNCHER]: JVM identified as Ubuntu OpenJDK 64-Bit Server VM 21.0.4+7-Ubuntu-1ubuntu220.04 
[m[32m[21:32:46.561] [main/INFO] [Launcher/MODLAUNCHER]: ModLauncher 11.0.4+main.d2e20e43 starting: java version 21.0.4 by Ubuntu; OS Linux arch amd64 version 5.15.0-1067-gcp 
[m[32m[21:32:48.988] [main/INFO] [loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver 
[m[32m[21:32:49.128] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/home/alisson_santos_rod/server/ServerMine/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%2375!/ Service=ModLauncher Env=SERVER 
[m[32m[21:32:49.452] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "server-1.21.1-20240808.144430-srg.jar" [locator: production server provider +net.neoforged:neoforge:21.1.54:server] 
[m[32m[21:32:49.483] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "neoforge-21.1.54-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[libraries/net/neoforged/neoforge/21.1.54/neoforge-21.1.54-universal.jar]], reader: mod manifest] 
[m[32m[21:32:49.553] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "[1.21.1] SecurityCraft v1.9.10-beta9.jar" [locator: {mods folder locator at /home/alisson_santos_rod/server/ServerMine/mods}, reader: mod manifest] 
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe create:crushing/sculk_stone_diamond_ore, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe alltheores:tools_materials/zinc/zinc_from_nugget, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/door/dead, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:fermentation/alchemical_niter_mobs_precious_using_eggs, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_twilight_oak_from_alchemical_sulfurs_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/hanging_sign/empyreal, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe integrateddynamics:mechanical_squeezer/ore/raw_ardite, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe allthemodium:tools/materials/unobtainium/unobtainium_from_ingot, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:miner/ores/bone_fragments_ore, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/tconstruct/hepatizon_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_hellbark_from_alchemical_sulfurs_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagradditions:tconstruct/casting/prudentium/ingot_sand_cast, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:crushing/mithril_dust_from_raw, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:crushing/bronze_dust, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe alltheores:tools_materials/zinc/zinc_from_block, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe allthemodium:melting/salvage/allthemodium/allthemodium_from_axe, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/botania/honeycomb_manasteel, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/biofuel/mahogany_leaves, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe ae2:matter_cannon/nuggets/cerium, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:thermal/shapeless/soul_infused_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:essence/tconstruct/slimesteel_ingot, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/mmorpg/honeycomb_rare_salvage, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe alltheores:tools_materials/nickel/nickel_from_nugget, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:miner/ores/cinnabar_ore, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_conversion/elementalcraft/earth_crystal_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_conversion/gems/black_diamond_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/crafting/end_steel, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:miner/ores/bloodstone_ore, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_breeding/chemlib/zirconium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/gtceu/naquadah_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/draconicevolution/draconium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:immersiveengineering/squeezer/hop_graphite_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_illwood_from_alchemical_sulfurs_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:thermal/machine/smelter/redstone_bee_to_destabilized_redstone_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe iceandfire:dragonforge/fire_dragonsteel_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagradditions:tconstruct/tools/casting/inferium, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/gems/honeycomb_aquamarine, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_breeding/chemlib/europium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:liquefaction/alchemical_sulfur_calorite_from_raw_materials_calorite, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:alchemistry/combiner/dubnium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:crushing/crimson_iron_dust, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_conversion/gems/white_diamond_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_glacian_from_alchemical_niter_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/fence_gate/umbran, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:thermal/machine/smelter/blaze_bee_to_basaltz_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe allthemodium:melting/unobtainium_from_block, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/pigment_extracting/yellow, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/chemlib/radon_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/crafting/hepatizon, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_breeding/raw_materials/bismuth_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/chemlib/roentgenium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/trapdoor/empyreal, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:mystical_flower_agglomeratio, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe alltheores:tools_materials/lead/lead_from_ingot, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/trapdoor/willow, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/thermal/honeycomb_blitz, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe croptopia:ie_cloche/cloche_eggplant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:miner/ores/blue_gemstone_ore, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:liquefaction/alchemical_sulfur_azure_silver_from_raw_materials_azure_silver, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivetrees:rubber, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/crafting/platinum, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/byg/emeraldite_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:liquefaction/alchemical_sulfur_apatite_from_gems_apatite, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:fermentation/alchemical_niter_other_minerals_precious_using_flowers, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagradditions:tconstruct/tools/materials/inferium/ingot, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe bigreactors:reactor/reinforced/redstoneport_alt, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/gtceu/barite_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/reprocessor/slimesteel, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:crushing/dark_gem_dust_from_gem, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:incubation/logs_ashen_from_alchemical_sulfur_ashen, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagradditions:tconstruct/melting/tertium/ingot, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_niter_from_alchemical_sulfurs_gems_common, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_palm_from_alchemical_niter_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe croptopia:te_insolator/insolator_blackberry, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_conversion/fluids/chocolate_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/hanging_sign/willow, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_comet_from_alchemical_sulfurs_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe farmersdelight:integration/create/milling/rice_panicle, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/mmorpg/honeycomb_legendary_salvage, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:hives/advanced_biomesoplenty_palm_beehive, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/boat/palm, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/thermal/honeycomb_blizz, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe croptopia:te_insolator/insolator_spinach, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/iceandfire/lightning_dragonsteel_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe croptopia:te_insolator/insolator_cabbage, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:distillation/other_minerals.mercury.high, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:fermentation/alchemical_niter_mobs_precious_using_saplings, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:fermentation/alchemical_niter_mobs_precious_using_seeds, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/chemlib/scandium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:alchemistry/dissolver/francium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:incubation/logs_willow_from_alchemical_sulfur_willow, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/infusion/gaia_spirit, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:miner/ores/heliodor_ore, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_breeding/thermalendergy/prismalium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_nbt_changer/fill_greater_mana_ring, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:block_conversion/botania/netherrack_to_cobblestone, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/infusion/ironwood, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/biofuel/wilted_lily, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/gtceu/stibnite_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:alchemistry/combiner/bohrium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_grongle_from_alchemical_sulfurs_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:hives/advanced_biomesoplenty_hellbark_beehive, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_darkwood_from_alchemical_niter_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/log/dead, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagradditions:tconstruct/tools/casting/supremium, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe xycraft_machines:shaped/illumination_field, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe croptopia:ie_cloche/cloche_mustard, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:tconstruct/honeycomb/ender_slimy, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/thermal_extra/shellite_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/biofuel/clover, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe ae2:matter_cannon/nuggets/sodium, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:liquefaction/alchemical_sulfur_redwood_from_logs_redwood, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/astralsorcery/honeycomb_starmetal, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe xycraft_machines:compat/mek/compressor/aluminum_sheet_temp, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/biofuel/toadstool, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/door/empyreal, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe croptopia:te_insolator/insolator_pepper, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/crafting/nether, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/crafting/blazing_crystal, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/chemlib/rhenium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/byg/honeycomb_emeraldite, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/pigment_extracting/large_light_blue, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe generatorgalore:64x/obsidian_generator_64x, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe create:cutting/echo_log, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/infusion/cobalt, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe evilcraft:crafting/broom_part_cap_metal_cobalt, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe allthemodium:melting/allthemodium_from_dust, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:essence/twilightforest/knightmetal_ingot, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/gems/carnelian_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe allthemodium:melting/salvage/unobtainium/unobtainium_from_pick, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagradditions:tconstruct/melting/inferium/nugget, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/tconstruct/honeycomb_ender_slimy, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_smogstem_from_alchemical_niter_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/gems/coral_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_frostbright_from_alchemical_sulfurs_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagradditions:tconstruct/tools/materials/prudentium/block, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe ars_elemental:jeed/life_link, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/gobber/honeycomb_gobber, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_canopy_tree_from_alchemical_niter_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagradditions:tconstruct/casting/inferium/block, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/chemlib/curium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe industrialforegoing:laser_drill_ore/raw_materials/tetrahedrite, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/crafting/silver, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/mythicbotany/alfsteel_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/gtceu/pyrolusite_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe allthemodium:melting/salvage/allthemodium/allthemodium_from_shovel, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/chemlib/plutonium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagradditions:tconstruct/casting/inferium/ingot_gold_cast, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_walnut_from_alchemical_sulfurs_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_golden_oak_from_alchemical_niter_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:tconstruct/block_to_honey, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe ars_additions:ritual/ritual_chunk_loading, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:alchemistry/combiner/lawrencium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe croptopia:te_insolator/insolator_celery, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/biofuel/magic_leaves, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_breeding/chemlib/cesium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe gcteu:electric_blast_furnace/palladium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe gcteu:electromagnetic_separator/vanadium_magnetite_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:reformation/alchemical_sulfur_willow_from_alchemical_sulfurs_logs_abundant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/reprocessor/manasteel, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/biofuel/lavender, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:liquefaction/alchemical_sulfur_cinnabar_from_ores_cinnabar, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_breeding/tombstone/grave_bee_zombie, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/biofuel/spanish_moss_plant, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe ars_elemental:jeed/entrhalled, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bloodmagic/soulforge/hellfire_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/eidolon/honeycomb_pewter, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:crushing/topaz_dust_from_gem, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:alchemistry/combiner/berkelium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_breeding/gobber/end_gobber_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:incubation/logs_minewood_from_alchemical_sulfur_minewood, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:crushing/charged_certus_quartz_dust_from_gem, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:hives/advanced_biomesoplenty_dead_beehive_clear, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_conversion/gems/zircon_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:block_conversion/botania/end_stone_to_cobbled_deepslate, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_conversion/gems/jade_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/dye/orange, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_conversion/gtceu/neutronium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe alltheores:tools_materials/nickel/nickel_from_ingot, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:essence/astralsorcery/aquamarine, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:alchemistry/combiner/meitnerium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe allthemodium:melting/salvage/vibranium/vibranium_from_leggings, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe croptopia:te_insolator/insolator_rhubarb, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:tconstruct/soul_lava_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:essence/create/ochrum, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/crafting/spider, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:incubation/logs_trumpet_from_alchemical_sulfur_trumpet, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/crafting/pig_iron, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/sawing/fence_gate/empyreal, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mekanism:compat/biomesoplenty/biofuel/snowblossom_sapling, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/chemlib/meitnerium_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/pokecube/cosmic_dust_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe occultism:miner/ores/runic_stone, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe mysticalagriculture:seed/infusion/hepatizon, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/gtceu/bastnasite_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/tombstone/grave_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/gtceu/bauxite_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:bee_produce/fluids/chocolate_bee, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe theurgy:fermentation/alchemical_niter_mobs_rare_using_crops, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:centrifuge/dusts/honeycomb_tin, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe croptopia:ie_cloche/cloche_cauliflower, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe evilcraft:crafting/broom_part_cap_metal_alubrass, conditions not met
[21:37:36] [main/INFO] [KubeJS Server/]: Skipping recipe productivebees:botania/terrasteel_bee, conditions not met
